Product_Name,Energy,Total_Fat,Saturated_Fat,Total_Sugars,Sodium,Protein,Dietary_Fiber,product_form
Prasuma Pizza Minis - Paneer Tikka,220.2,6.28,3.89,0.62,818.71,15.27,0.0,solid
Prasuma BBQ Chicken Bao Buns,194.1,6.95,2.06,9.38,349.57,11.87,0.0,solid
Prasuma Bao Buns - Butter Chicken,187.1,7.75,3.47,6.69,365.43,8.75,0.0,solid
Prasuma Veg Spring Rolls,139.2,4.96,2.35,2.7,530.46,6.11,0.0,solid
Prasuma Bao Buns - Veg Pizza,200.3,9.22,3.72,5.88,374.56,9.02,0.0,solid
Prasuma Desi Chicken Momos,180.8,10.68,3.06,3.67,550.35,8.65,0.0,solid
Prasuma Frozen Chicken Shammi Kabab,288.07,16.79,3.47,1.87,600.1,20.96,0.0,solid
Prasuma Frozen Chicken Seekh Kabab,203.3,3.05,1.07,0.69,1084.01,9.76,86.5,solid
Prasuma Chilli Prawn Momos,173.5,9.48,1.7,4.32,487.58,10.52,0.0,solid
Prasuma Cheesy Spicy Vegetable Momos,168.4,9.79,3.45,4.86,456.91,5.5,0.0,solid
Prasuma Chicken Spring Rolls,146.7,5.77,1.39,2.11,450.47,8.97,0.0,solid
Prasuma Chocolate Burst Bao Buns,385.8,18.76,9.8,24.4,151.14,7.28,0.0,solid
Prasuma Original Pork Momos,251.2,19.13,6.33,5.1,245.5,7.71,0.0,solid
Prasuma Classic Mutton Momos,177.7,10.98,5.69,3.38,650.22,7.85,0.0,solid
Prasuma Frozen Mutton Shammi Kabab,296.66,18.46,3.66,1.27,504.95,20.58,0.0,solid
Prasuma Spiced Aloo Mini Samosa,169.6,4.62,2.1,2.73,490.83,7.12,0.0,solid
Prasuma Chicken Mini Samosa,240.6,7.95,3.54,2.58,566.71,13.73,0.0,solid
Britannia The Laughing Cow Processed Cream Cheese Spread,301.0,29.0,18.0,2.5,410.0,7.5,0.0,solid
Mooz Mozzarella & Cheddar Pizza Cheese,273.0,18.0,11.16,0.0,0.0,25.0,0.0,solid
Amul A2 Buffalo Milk Dahi,87.0,6.5,3.9,3.8,45.0,3.3,0.0,liquid
Milky Mist Pure Cream,245.4,25.0,15.5,3.2,17.3,1.9,0.0,liquid
Milky Mist Briyas Tofu Paneer,123.0,5.0,3.1,0.0,50.0,15.5,0.0,solid
Cremeitalia Sour Cream,205.0,18.0,11.16,3.0,180.0,8.0,0.0,solid
Amul Salted Butter,724.0,80.0,48.0,0.0,955.0,1.0,0.0,solid
Britannia Breads Bombay Pav,188.7,3.7,1.6,6.4,510.0,7.6,0.0,solid
English Oven Fruit Bread,182.9,1.75,0.35,8.43,0.0,10.08,0.0,solid
Milky Mist Greek Yogurt,76.8,2.2,1.36,6.5,0.0,8.0,0.0,liquid
Hatsun Fruit Yoghurt Rose And Lychee,140.0,3.2,2.0,23.0,43.0,3.0,0.0,solid
Hatsun Yogurt Drink Blueberry,193.0,3.5,2.6,35.0,78.8,5.3,0.0,liquid
Milky Mist Fruit Yogurt Strawberry,103.5,3.1,1.92,15.3,21.0,3.6,0.0,liquid
Arun VANILLA CAKE Ice Cream Tub,238.6,16.2,10.4,0.0,0.0,6.1,0.0,solid
Arun Chocolate Ice Cream Tub,150.5,7.3,4.7,17.0,39.9,2.7,0.0,solid
Arun Pista Ice Cream Tub,139.0,7.7,4.4,14.5,41.6,2.8,0.0,solid
Go Zero French VANILLA CAKE Low Calorie Guilt Free Ice Cream Tub,82.2,4.8,3.1,3.7,39.4,2.4,2.9,solid
Arun Icecreams Butterscotch Ice Cream Tub,151.0,7.3,4.6,18.0,46.6,3.2,0.0,solid
Go Zero Roasted Almond Low Calorie Guilt Free Ice Cream Tub,99.0,5.4,2.5,4.2,43.6,3.4,3.5,solid
Go Zero Mad Over Mango Low Calorie Guilt Free Ice Cream Tub,65.2,3.5,2.3,2.7,29.0,2.1,3.8,solid
NIC Mixed Berries Ice Cream Tub,153.0,7.1,4.6,12.4,40.3,3.5,3.1,solid
Amul Ice Lounge Belgian Chocolate Ice Cream Tub,242.0,14.8,8.9,21.1,50.0,4.6,0.0,solid
Dairy Day Black Currant Ice Cream Tub,187.2,10.8,7.34,13.5,62.1,3.74,0.0,solid
Amul Gold Caramel Chocolate Ice Cream Tub,228.0,12.1,6.9,25.5,46.0,3.7,0.0,solid
Kwality Wall's Cadbury Crackle Tub,153.0,7.7,4.5,16.7,43.0,2.3,0.8,solid
Kwality Wall's Oreo And Cream Tub,126.0,6.3,3.5,12.3,47.0,2.0,0.3,solid
Amul Gold Butterscotch Ice Cream Tub,251.0,14.5,8.7,21.9,46.0,4.1,0.0,solid
Amul Chocolate Magic Sundae Ice Cream Tub,267.0,16.2,11.1,26.5,44.0,3.5,0.0,solid
Amul Fruit N Nut Fantasy Ice Cream Tub,226.0,13.6,7.6,22.3,49.0,4.0,0.0,solid
NIC Chocochips Ice Cream Tub,182.3,10.0,6.4,12.3,33.7,4.4,1.9,solid
Dairy Day Black Currant Ice Cream Tub,211.95,11.31,7.69,15.0,69.0,4.42,0.0,solid
Havmor Signature Nutty Belgian Dark Chocolate Ice Cream Tub,200.0,9.8,5.6,20.0,36.4,4.0,0.0,solid
Call Me Chunky Cookie Caramel Charms Ice Cream,227.0,10.19,5.94,22.0,125.0,3.66,0.0,solid
London Dairy Choco Brownie Delight Ice Cream Tub,159.0,7.0,5.0,16.0,85.0,3.0,0.0,solid
Havmor Taj Mahal Ice Cream Tub,160.2,7.8,4.4,13.6,43.0,3.0,0.0,solid
Milkymist Dulce De Leche Tub,249.5,15.9,9.86,21.7,60.8,5.1,0.0,liquid
Go Zero Mango Duet Low Calorie Guilt Free Ice Cream Stick,56.0,2.5,1.6,4.1,22.8,1.3,2.5,solid
Arun Ibar Mini Almond Crunch Ice Cream Stick,271.8,18.6,10.8,21.6,51.7,4.0,0.5,solid
Go Zero Hazelnut Chocolate Low Calorie Guilt Free Ice Cream Bar,149.0,11.3,4.2,2.0,19.8,2.5,2.9,solid
Dairy Day New Triple Bar Ice Cream Stick,191.71,12.55,11.45,12.81,16.45,2.29,0.0,solid
Kwality Wall's Magnum Chocolate Almond Ice Cream Stick,219.0,14.7,8.4,16.6,44.0,3.3,0.7,solid
Amul Gold Frostik Ice Cream Stick,257.0,20.1,15.0,14.8,23.0,2.7,0.0,solid
Hocco Choco Brownie Ice Cream Tub,174.4,8.8,5.7,20.0,48.8,3.5,0.0,solid
Go Zero Raspberry Duet Low Calorie Guilt Free Ice Cream Stick,55.2,2.5,1.6,3.6,22.8,1.3,2.7,solid
Kwality Walls Magnum Pistachio Ice Cream Stick,204.0,12.9,7.2,16.6,41.0,3.3,0.8,solid
Dairy Day Nutty Ice Cream Stick,175.65,11.61,9.21,10.6,14.0,2.47,0.0,solid
Grameen Dry Fruit Matka Kulfi Ice Cream Cup,240.91,12.0,8.24,17.59,0.0,7.21,0.0,solid
Grameen Kesar Pista Kulfi Ice Cream Stick,154.0,8.1,5.3,7.1,51.8,4.1,5.7,solid
Grameen Desi Malai Kulfi Ice Cream Stick,155.0,7.1,5.4,13.9,34.0,4.5,0.0,solid
Kwality Walls Cassata,157.0,7.2,3.3,13.3,32.0,3.5,0.0,solid
