Product_Name,Energy,Total_Fat,Saturated_Fat,Total_Sugars,Sodium,Protein,Dietary_Fiber,product_form
Classic seasoned black beans,72.1,8.28,2.48,0.44,7989.07,8.01,3.51,liquid
Maa chaane ki dal,270.2,9.5,3.14,1.05,43.31,19.8,13.45,solid
Garlic chickpea soup (Lahasun aur chane ka shoraba),70.8,2.01,0.6,2.65,79.73,4.45,2.84,liquid
White sauce (thin),115.17,8.41,2.52,4.58,23.91,3.31,0.07,solid
White sauce (medium),151.27,11.76,3.53,4.32,22.59,3.36,0.14,solid
White sauce (thick),209.69,17.19,5.16,3.9,20.45,3.43,0.24,solid
Cheese sauce,194.76,15.12,9.37,4.53,317.38,7.68,0.12,solid
Egg sauce,146.85,11.08,3.21,3.19,51.54,5.97,0.12,solid
Mushroom sauce,137.56,10.51,3.15,3.86,20.94,3.39,0.47,solid
Mustard sauce,158.58,12.17,3.65,4.22,22.16,3.98,0.13,solid
Brown sauce,186.9,23.67,7.1,0.13,14174.59,11.92,1.69,solid
Classic italian pasta,42.12,2.45,0.73,2.94,49.04,0.57,1.36,liquid
Pasta spinach sauce,85.46,7.9,2.37,1.04,115.79,1.76,0.86,solid
Pasta cheese sauce,149.26,10.84,6.72,4.22,255.95,4.33,0.14,solid
Mayonnaise,774.86,84.52,25.36,1.44,272.89,1.86,0.11,solid
Low calorie quick mayonnaise,242.89,24.35,7.3,0.83,165.94,1.41,0.06,solid
Thousand island dressing,407.87,42.87,12.86,3.1,946.1,1.37,0.46,solid
Curd dip,79.95,3.36,2.08,7.12,301.07,5.04,0.1,solid
Short crust pastry,339.1,23.98,11.99,3.18,97.2,6.11,1.58,solid
Choux pastry,193.2,14.96,7.48,1.5,132.28,5.55,0.56,solid
Flaky pastry,378.2,31.99,15.99,0.81,178.52,4.69,1.25,solid
Sponge cake,219.9,4.74,2.37,26.33,64.61,9.18,0.69,solid
Glace icing,323.51,0.01,0.0,85.35,9.88,0.01,0.0,solid
Royal icing,332.58,0.02,0.01,85.57,36.5,1.74,0.0,solid
American frosting,257.57,0.01,0.0,67.46,19.33,1.05,0.0,solid
Gum icing,223.07,0.0,0.0,52.63,29.32,5.94,0.0,solid
Channa murmura premix,216.7,3.28,0.98,1.52,206.28,10.59,8.21,solid
Cracked wheat and green gram dal premix (Dalia moong dal premix),248.8,5.11,1.69,0.63,3.25,15.89,11.66,solid
Rice flakes and roasted channa,212.5,2.94,0.88,1.31,205.51,10.57,8.84,solid
Spinach soup in milk,56.72,3.2,1.98,3.34,31.16,2.89,0.79,liquid
Vegetable soup,45.2,1.55,0.46,1.61,170.68,2.22,3.01,liquid
Mashed banana with milk,95.43,2.99,1.85,11.35,16.99,2.51,0.71,liquid
Poha with curd (Poha aur dahi),131.6,4.65,2.88,5.46,325.07,6.01,1.09,solid
Potato with curd,56.6,1.33,0.82,3.3,190.9,3.19,1.02,solid
Sweet wheat porridge (Sweet dalia),119.9,2.79,0.92,12.23,24.63,5.11,2.37,solid
Vegetable khichdi/khichri,113.1,4.53,1.36,3.71,193.55,5.61,2.45,solid
Moong dal mixture,144.4,1.0,0.35,24.68,29.6,4.62,1.9,solid
Cracked wheat khichri/khichdi (Dalia khichri/khichdi),135.0,5.52,1.82,3.79,224.95,7.56,3.74,solid
Stewed apple,91.93,0.37,0.11,20.45,1.53,0.17,1.48,solid
Lemon squash (Nimbu ka squash),184.56,0.06,0.02,48.88,15.01,0.15,0.0,liquid
Orange squash (Santre ka squash),193.26,0.04,0.01,50.56,14.85,0.22,0.4,liquid
Lichi squash,198.33,0.08,0.02,51.31,14.56,0.3,0.41,liquid
Mango squash (Aam ka squash),194.66,0.17,0.05,50.84,14.81,0.17,0.58,liquid
Pineapple squash (Ananas ka squash),195.02,0.05,0.01,51.08,14.84,0.16,1.06,liquid
Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,0.21,0.06,42.53,16.19,0.54,1.07,liquid
Apple jam (Seb ka murabba),188.79,0.32,0.1,46.76,2.71,0.14,1.29,solid
Plum jam (Aloo bukhara jam),178.89,0.19,0.06,45.25,2.67,0.31,1.0,solid
Pineapple jam,149.18,0.15,0.04,37.44,2.45,0.32,2.2,solid
Guava jelly (Amrood ki jelly),115.74,0.25,0.07,27.38,3.36,1.11,6.61,solid
Orange marmalade (Santray ka murabba),104.17,0.13,0.04,25.09,2.31,0.66,1.97,solid
Carrot murabba (Gajar ka murabba),175.24,0.16,0.05,44.83,19.53,0.32,1.39,solid
Gooseberry marmalade (Amla murabba),123.16,0.03,0.01,28.61,216.89,0.14,0.0,solid
Ginger candy (Adrak ki candy),195.71,0.27,0.08,47.99,5.4,0.69,1.67,solid
Mango pickle (Aam ka achaar),192.12,17.89,5.37,1.79,3429.94,1.6,3.68,solid
Mixed vegetable pickle (Sabziyoon ka achaar),211.2,19.68,6.49,2.77,2488.32,1.9,2.76,solid
Sweet lemon pickle (Neembu ka meetha achaar),69.54,0.21,0.06,14.63,6415.9,1.22,2.13,solid
Plum chutney (Aloo bukhara ki chutney),177.11,0.29,0.09,43.9,216.81,0.47,1.37,solid
Raw mango chutney (Kachhe aam/Kairi ki chutney),193.13,0.16,0.05,45.22,480.68,0.51,2.17,solid
Tomato sauce,34.33,0.27,0.08,5.69,174.79,0.81,1.79,solid
Tomato puree,20.62,0.25,0.07,2.32,244.99,0.75,1.56,solid
Garam masala,254.21,10.97,3.62,1.79,58.33,9.89,35.56,solid
Chat masala,192.5,9.91,3.27,0.79,11873.64,8.19,18.62,solid
Kashmiri masala,389.02,31.03,10.24,2.41,3106.14,8.26,12.12,solid
Rasam powder (Rasam masala),267.96,11.8,3.89,1.91,38.78,12.04,35.71,solid
Sambar powder (Sambar masala),297.46,15.58,5.14,1.87,27.66,12.5,34.56,solid
Tartare sauce,610.93,66.12,19.84,2.18,256.95,1.44,0.42,solid
Barbeque sauce,121.93,4.51,1.35,18.88,504.95,0.96,0.69,solid
Bread sauce,111.04,7.05,3.52,4.63,88.84,3.46,0.56,solid
Green chilli sauce,39.2,0.27,0.08,5.36,1037.04,1.25,1.77,solid
Home made plain noodles,151.6,3.56,1.07,1.07,182.07,6.21,1.65,solid
Dal moong,34.9,1.62,0.53,0.13,117.74,2.2,1.08,solid
Cumin seeds baghar (Jeera baghar/tadka),736.81,78.77,23.63,0.49,177.58,3.34,6.01,solid
Onion tomato baghar (Pyaaz tamatar ka tadka),137.52,11.98,3.59,3.51,31.33,1.26,2.12,solid
Mustard seeds baghar (Mustard seed tadka),552.59,54.3,16.29,1.14,8.9,4.73,9.74,solid
Hot cherry sauce,162.2,0.07,0.02,17.65,105.81,0.13,0.0,solid
Apple jelly (Seb ki jelly),152.13,0.21,0.06,38.18,2.14,0.1,0.86,solid
Marmalade (Murabba),143.76,0.04,0.01,37.29,2.16,0.23,0.43,solid
Plum squash (Aloo bukhara squash),211.17,0.1,0.03,55.02,12.71,0.16,0.52,liquid
Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),12.9,0.24,0.07,1.0,7559.38,0.85,1.07,solid
Brinjal pickle (Baingan ka achaar),139.01,12.98,3.89,1.07,3507.59,2.24,4.62,solid
Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),60.88,3.24,0.97,4.31,1281.94,1.26,2.2,solid
Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),91.21,6.55,1.96,3.04,2067.33,1.98,5.08,solid
Tomato chutney (Tamatar ki chutney),176.07,6.01,1.8,30.02,823.65,0.97,1.49,solid
Tomato ketchup,33.07,0.3,0.09,4.68,177.97,0.91,1.9,solid
Bengal 5 Spice Blend (Panch Phoran),289.79,22.16,6.65,1.4,51.43,18.26,18.4,solid
Urad Dal Papad (Raw),371.0,1.1,0.2,0.0,1745.0,25.6,18.6,solid
Moong Dal Papad (Raw),343.2,1.0,0.2,0.0,2220.0,25.2,1.0,solid
Rice Papad / Khichiya (Raw),355.0,0.5,0.1,0.0,1600.0,5.8,0.1,solid
Potato Papad / Aloo Papad (Raw),320.0,2.1,0.3,1.2,1450.0,4.5,2.1,solid
